monitorId,attribute1,attribute2,attribute3,attribute4,time
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.ui.file.save",1477618978370
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.php.server.ui.phpServerShortcut.run",1477619029650
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.ui.file.save",1477619059170
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.php.server.ui.phpServerShortcut.run",1477619171474
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.php.server.ui.phpServerShortcut.run",1477619187656
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.ui.file.save",1477619233478
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.php.server.ui.phpServerShortcut.run",1477619238782
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.ui.edit.copy",1477619330655
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.ui.edit.paste",1477619334119
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.ui.edit.copy",1477619339719
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.ui.edit.paste",1477619341841
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.ui.file.save",1477619363774
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.ui.file.save",1477619469001
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.php.server.ui.phpServerShortcut.run",1477619574285
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.ui.file.save",1477619710701
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.php.server.ui.phpServerShortcut.run",1477619713463
org.zend.commandUsageMonitor,executed,org.eclipse.php.editor,,"org.eclipse.php.server.ui.phpServerShortcut.run",1477619736306
